Cod	Grupo	Produto
401	23	METRO
501	23	BARCA
502	23	BARCO | TRANSPORTE
503	23	BOTE
504	23	CANOA
505	23	CANOA MOTORIZADA
506	23	CATRAIA | BARCO PEQUENO | AP
507	23	CATAMARA | BA
601	23	ALCOOL | COMBUSTIVEL DE VEICULO
602	23	ALCOOL | COMBUSTIVEL DE VEICULO
701	23	GASOLINA COMUM
801	23	ESTACIONAMENTO
802	23	FLANELINHA
803	23	ESTACIONAMENTO SHOPPING
901	23	PEDAGIO
1001	23	INTEGRACAO ONIBUS-METRO
1101	23	INTEGRACAO TREM-METRO
1201	23	ESTACIONAMENTO-METRO
1301	23	OLEO DIESEL
1401	23	BONDE,BONDINHO
1501	23	PLANO INCLINADO
1502	23	ELEVADOR
1601	23	INTEGRACAO TREM-ONIBUS
1701	23	QUEROSENE | COMBUSTIVEL DE VEICULO
1801	23	GAS VEICULAR
1802	23	BUJAO DE GAS COMUM
1901	23	LAVAGEM | SEM LUBRIFICACAO
1902	23	LAVA A JATO
1903	23	LAVA-JATO
1904	23	LAVAGEM | SEM LUBRIFICACAO
1905	23	ASPIRAR PO DO VEICULO
1906	23	LAVAGEM COMPLETA
2001	23	ONIBUS INTERMUNICIPAL CONVENCIONAL
2002	23	ONIBUS INTERMUNICIPAL CONVENCIONAL | SEM AR-CONDICIONADO
2003	23	ONIBUS INTERMUNICIPAL CONVENCIONAL | COM AR-CONDICIONADO
2004	23	ONIBUS INTERMUNICIPAL - URBANO/RURAL
2005	23	TRANSPORTE INTERMUNICIPAL ESPECIAL
2101	23	ONIBUS INTERESTADUAL
2102	23	ONIBUS INTERESTADUAL | CONVENCIONAL
2103	23	ONIBUS INTERESTADUAL | EXECUTIVO
2104	23	ONIBUS INTERESTADUAL | LEITO
2201	23	AEROBARCO
2301	23	TRANSPORTE ALTERNATIVO
2302	23	LOTADA | TRANSPORTE ALTERNATIVO
2303	23	KOMBEIRO | TRANSPORTE ALTERNATIVO
2304	23	VAN | TRANSPORTE ALTERNATIVO
2305	23	CAMINHAO
2306	23	CAMIONETE
2307	23	CARONA EM AUTOMOVEL
2308	23	JEEP
2309	23	TRATOR
2401	23	FERRY-BOAT
2501	23	BANHEIRO PUBLICO
2601	23	MOTO-TAXI
2602	23	TAXI-MOTO
2603	23	ALUGUEL DE MOTO | TAXI
2701	23	ONIBUS INTERMUNICIPAL ESPECIAL
2801	23	GASOLINA ESPECIAL
2802	23	GASOLINA ADITIVADA
2901	23	ONIBUS URBANO ESPECIAL
3001	23	BALSA
3101	23	AVIAO
3201	23	BICICLETA
3301	23	GORJETA
3401	23	FRETE DE VEICULO
9801	23	AGREGADO
101	24	ALMOCO E JANTAR A PESO | REFEICAO
102	24	ALMOCO E JANTAR |  A PESO 
103	24	JANTAR A PESO | REFEICAO
104	24	ALMOCO A PESO | REFEICAO
105	24	ALMOCO A PESO E REFRIGERANTE
106	24	ALMOCO A PESO E SUCO
201	24	LEITE, CAFE COM LEITE, CHOCOLATE, ETC.
202	24	LEITE, CAFE COM LEITE, CHOCOLATE, ETC
301	24	PAO COM OU SEM MANTEIGA
302	24	PAO COM MANTEIGA
303	24	PAO DE QUEIJO
304	24	PAO DOCE
401	24	SANDUICHE
402	24	CACHORRO QUENTE
403	24	CHEESBURGUER
404	24	BAURU
405	24	AMERICANO
406	24	TORRADA COM QUEIJO, PRESUNTO, OVO, ETC.
407	24	HAMBURGUER
408	24	EGGSBURGUER
409	24	MISTO-QUENTE OU FRIO
410	24	SANDUICHE E SUCO
411	24	CHEES - TUDO
412	24	SANDUICHE | NATURAL
501	24	CAFEZINHO
502	24	CAFE TIPO EXPRESSO
503	24	CAFE TIPO CAPUCCINO
601	24	REFRIGERANTE DE COLA
602	24	COCA-COLA
701	24	VITAMINA
702	24	VITAMINA DE FRUTAS OU VEGETAIS
801	24	BALA, CHICLETE, DOCE, SORVETE, CHOCOLATE EM BARRA, PICOLE, ETC.
802	24	CHICLETE
803	24	DOCE
804	24	SORVETE
805	24	CHOCOLATE EM BARRA
806	24	PIPOCA
807	24	BOLO QUALQUER
808	24	AMENDOIM SALGADO OU DOCE
809	24	DINDIM | SACOLE
810	24	TORTA DOCE
811	24	BROA
812	24	SONHO
813	24	RAPADURA
814	24	KINDER OVO
815	24	BROA DE FUBA
816	24	BALA, CHICLETE, DOCE, ETC.
817	24	BOMBOM
818	24	BANANA FRITA/MEL
819	24	CASAROLA | PAO
820	24	PICOLE
821	24	CHURRO
822	24	PUDIM
823	24	COCADA
824	24	ALGODAO-DOCE
825	24	ARROZ - DOCE
826	24	BOLINHO-DOCE
827	24	BARRA DE CEREAL
901	24	AGUARDENTE
1001	24	CERVEJA
1002	24	CERVEJA CARACU
1101	24	OUTRAS BEBIDAS ALCOOLICAS
1102	24	WHISKY
1103	24	VODICA
1104	24	VINHO
1105	24	CACHACA
1106	24	CAIPIRINHA
1107	24	CONHAQUE
1201	24	CHOPP
1202	24	CHOPE
1301	24	IOGURTE
1302	24	IOGURTE DE SABORES
1401	24	FRUTA
1402	24	BANANA
1403	24	LARANJA
1404	24	MACA
1405	24	MANGA
1406	24	PERA
1407	24	PUPUNHA
1501	24	SALADA DE FRUTAS
1601	24	ESPIGA DE MILHO ASSADA OU COZIDA
1602	24	MILHO ASSADO OU COZIDO
1701	24	TACACA
1801	24	BISCOITO DOCE
1802	24	BOLACHA DOCE
1803	24	BISCOITO WEFFER
1901	24	TAPIOCA | BEIJU
2001	24	ACAI | EMULSAO
2101	24	CALDO | CARNE, FEIJAO, MOCOTO, ETC.
2102	24	CALDO DE CARURU
2201	24	CHA PREPARADO
2202	24	CHA MATE
2301	24	TUBERCULOS
2302	24	BATATA DOCE
2303	24	INHAME
2401	24	TOMATE
2501	24	MINGAU
2601	24	CUSCUZ
2701	24	CANJICA
2702	24	MUNGUNZA
2703	24	MUGUNZA
2704	24	CURAU DE MILHO
2801	24	YAKULT
2901	24	COALHADA
3001	24	PAMONHA
3101	24	REFRIGERANTE ENERGETICO | QUALQUER SABOR
3102	24	TAFFMAN E
3103	24	REFRIGERANTE ENERGETICO |  QUALQUER SABOR
3201	24	AGUA COMUM | SACO
3301	24	AGUA DOCE
3401	24	FARINHA LACTEA
3501	24	GEMADA
3601	24	MAMY | LEITE DE SOJA COM SABOR - LIQUIDO
3701	24	LANCHE
3702	24	ACARAJE E REFRIGERANTE
3703	24	SANDUICHE, BATATA FRITA E REFRIGERANTE
3704	24	SANDUICHE, SALGADO E REFRIGERANTE
3705	24	SALGADO E REFRIGERANTE
3706	24	SALGADO E SUCO
3707	24	SALGADO E CERVEJA
3708	24	BATATA FRITA E REFRIGERANTE
3709	24	SANDUICHE E REFRIGERANTE
3710	24	SANDUICHE E REFRESCO
3711	24	BOLO E REFRIGERANTE
3712	24	SALGADO E VITAMINA
3713	24	SANDUICHE E SUCO
3714	24	BOLACHA E SUCO
3715	24	SALGADO E REFRESCO
3801	24	ABARA
3901	24	TODDYNHO
3902	24	LEITE VITAMINADO TODDYNHO
3903	24	LEITE ACHOCOLATADO TODDYNHO
3904	24	ACHOCOLATADO
4001	24	MILK SHAKE
4101	24	ALMOCO E JANTAR A LA CARTE | REFEICAO
4102	24	JANTAR A LA CARTE | REFEICAO
4103	24	ALMOCO E JANTAR |  A LA CARTE 
4104	24	ALMOCO E JANTAR COM BEBIDAS | A LA CARTE
4105	24	ALMOCO E JANTAR | MASSA
4106	24	ALMOCO E JANTAR MAIS CAFE | A LA CARTE
4201	24	ALMOCO E JANTAR FAST FOOD | REFEICAO
4202	24	JANTAR FAST FOOD | REFEICAO
4203	24	ALMOCO E JANTAR |  FAST FOOD 
4301	24	SALGADINHO
4302	24	PASTEL
4303	24	CROQUETE
4304	24	BOLINHO SALGADO | CARNE, CAMARAO, ETC.
4305	24	COXINHA
4306	24	EMPADA
4307	24	RIZOLE
4308	24	PIZZA EM PEDACO
4309	24	TIRA-GOSTO
4310	24	QUEIJO
4311	24	ACARAJE
4312	24	OVO COZIDO
4313	24	CHURRASQUINHO | ESPETINHO
4314	24	PEIXE FRITO
4315	24	SALGADINHO EM PACOTE
4316	24	BATATA FRITA
4317	24	CARANGUEJO
4318	24	REQUEIJAO
4319	24	SALAME
4320	24	SALAMINHO
4321	24	SALGADINHO DE MILHO
4322	24	PORCAO DE CARNE
4323	24	CARNE | PORCAO
4324	24	CASTANHA DE CAJU | SAQUINHO
4325	24	FRIOS | SALGADINHO
4326	24	MILHOPAN | CHIPS
4327	24	ESPETINHO DE CARNE
4328	24	PEIXE ASSADO
4329	24	ALGODAO-DOCE
4330	24	ANGU A BAIANA
4331	24	SOPA QUALQUER TIPO
4332	24	ARROZ COM CARNE, FEIJAO, LEGUMES E OUTROS
4333	24	ARROZ-DOCE
4334	24	BOLINHO-DOCE
4335	24	BARRA DE CEREAL
4336	24	SUCRILHOS
4337	24	ENROLADINHO
4338	24	QUIBE
4339	24	ESFIRRA
4340	24	COMPLEMENTO ALIMENTAR
4341	24	CREPE
4342	24	TORTA SALGADA
4401	24	REFRIGERANTE DE GUARANA
4402	24	GUARANA
4501	24	REFRIGERANTE DE OUTROS SABORES
4502	24	REFRIGERANTE DE UVA
4503	24	REFRIGERANTE DE LARANJA
4504	24	REFRIGERANTE DE LIMAO
4505	24	REFRIGERANTE DE TANGERINA
4601	24	REFRIGERANTE AGUA MINERAL
4602	24	AGUA MINERAL
4701	24	SUCO
4702	24	SUCO DE FRUTAS OU VEGETAIS
4703	24	CALDO DE CANA
4704	24	CAJUINA | SUCO
4801	24	REFRESCO
4802	24	REFRESCO DE FRUTAS
4901	24	AGUA DE COCO
4902	24	COCO VERDE | AGUA DE COCO
5001	24	BISCOITO SALGADO
5002	24	BOLACHA SALGADA
5101	24	ALMOCO ESCOLAR
5102	24	ALMOCO EM ESCOLA
5103	24	ALMOCO ESCOLAR
5201	24	JANTAR ESCOLAR
5202	24	JANTAR EM ESCOLA
5301	24	LANCHE ESCOLAR
5302	24	LANCHE EM ESCOLA
5303	24	MERENDA EM ESCOLA
5304	24	MERENDA ESCOLAR
5401	24	CAFE ESCOLAR
5402	24	CAFE EM ESCOLA
5501	24	ALMOCO E JANTAR | TIPO INDETERMINADO
5502	24	CHURRASCO E BEBIDAS
5503	24	ALMOCO E SUCO | TIPO INDETERMINADO
5504	24	ALMOCO E JANTAR | PRATO FEITO
5505	24	ALMOCO E JANTAR | QUENTINHA
5506	24	ALMOCO E JANTAR | MARMITA
5507	24	ALMOCO E JANTAR | BANDEIJAO
5508	24	ALMOCO E JANTAR - CASEIRO
5509	24	ALMOCO NO TRABALHO
5510	24	ALMOCO NO SERVICO
5511	24	ALMOCO NA IGREJA
5601	24	CAFE DA MANHA
5602	24	CAFE COM PAO
5603	24	CAFE TIPO COLONIAL
5604	24	CAFE E BOLO
5605	24	CAFE E BISCOITO
5606	24	CAFE E SALGADO
5701	24	BEBIDAS E APERITIVO | PORCAO
5702	24	CERVEJA E PORCAO
5801	24	VATAPA - PORCAO
5901	24	TONICA
6001	24	REFRIGERANTE | NAO ESPECIFICADO
6101	24	SOBREMESA
9601	24	AGREGADO | CAFE DA MANHA E REFEICAO
9701	24	AGREGADO | BEBIDAS DIVERSAS
9801	24	AGREGADO
101	25	CIGARRO
301	25	CHARUTO
401	25	CIGARRILHA
501	25	FUMO DESFIADO
502	25	FUMO DESFIADO PARA CIGARRO
503	25	FUMO DESFIADO PARA CACHIMBO
701	25	FOSFORO | FUMANTE
702	25	FOSFORO
901	25	PITEIRA
1001	25	FLUIDO DE ISQUEIRO
1101	25	GAS DE ISQUEIRO
1201	25	PEDRA DE ISQUEIRO
1301	25	FUMO DE ROLO
1401	25	RAPE
1501	25	CIGARRO DE PALHA
1601	25	PALHA PARA CIGARRO
1602	25	PAPEL DE CIGARRO
1701	25	MACONHA
1702	25	CIGARRO DE MACONHA
1801	25	COCAINA
1901	25	LANCA-PERFUME
9801	25	AGREGADO
9802	25	AGREGADO - FUMO DESFIADO E PAPEL
101	26	LOTECA
102	26	LOTERIA ESPORTIVA
201	26	LOTERIA FEDERAL E ESTADUAL
301	26	LOTOMANIA
401	26	JOGO DO BICHO
402	26	BICHOTECA
501	26	CORRIDA DE CAVALOS
601	26	BRIGA DE GALOS
701	26	JOGO DE CARTAS
702	26	JOGO DE DOMINO | APOSTA
801	26	OUTROS JOGOS E APOSTAS
802	26	SINUCA | APOSTA
803	26	CHAMADA DA SORTE
804	26	APOSTAS EM JOGO DE FUTEBOL | BOLAO
805	26	JOGO DE DADOS | APOSTA
901	26	RIFA
1001	26	BINGO
1201	26	SENA
1301	26	TELESENA
1401	26	RASPADINHA
1501	26	PAPATUDO
1601	26	QUINA
1701	26	SUPERSENA
1801	26	MEGASENA
1901	26	TOTO-BOLA
2001	26	LOTO GOL
2101	26	DUPLA SENA
3101	26	MAQUINA DE CACA NIQUEL
9801	26	AGREGADO
101	27	JORNAL
201	27	REVISTA INFANTIL
301	27	OUTRAS REVISTAS
302	27	FOTONOVELA
303	27	REVISTA ESPORTIVA
304	27	REVISTA DE MODA
305	27	REVISTA MASCULINA
306	27	REVISTA DE CULINARIA
307	27	REVISTA INFORMATIVA
308	27	REVISTA OLIMPICA
309	27	REVISTA DO FAUSTAO
401	27	ALBUM E FIGURINHAS
402	27	FIGURINHAS DE ALBUM
501	27	FOLHETO
502	27	FOLHETO MUSICAL
601	27	CRUZADINHA | PALAVRA CRUZADA
9801	27	AGREGADO
101	28	CINEMA
201	28	TEATRO
202	28	DANCA CLASSICA
203	28	OPERA
301	28	FUTEBOL
401	28	VOLEIBOL, BASQUETEBOL, ETC.
402	28	BASQUETEBOL
403	28	FUTEBOL DE SALAO
404	28	CORRIDA AUTOMOBILISTICA
405	28	TENIS | INGRESSO
501	28	CLUBE | MENSALIDADE E TAXA
502	28	VIDEOCLUBE | TAXA
503	28	ASSOCIACAO RECREATIVA | MENSALIDADE E TAXA
504	28	CLUBE |  MENSALIDADE E TAXA 
601	28	DISCO DE VINIL
701	28	FILME E FLASH DESCARTAVEL
702	28	FLASH DESCARTAVEL
801	28	REVELACAO E COPIA
802	28	COPIA DE FILME
901	28	ALUGUEL DE FITA DE VIDEOCASSETE
902	28	ALUGUEL DE FITA VIDEOCASSETE
1001	28	FITA DE VIDEOCASSETE GRAVADA
1101	28	SHOW
1201	28	PARQUE DE DIVERSOES
1202	28	PESCARIA | EM PARQUE DE DIVERSOES
1203	28	FESTA JUNINA | INGRESSO
1204	28	INGRESSO EM FESTA JUNINA
1205	28	QUERMESSE | INGRESSO
1206	28	INGRESSO EM QUERMESSE
1301	28	JARDIM ZOOLOGICO
1401	28	MUSEU
1501	28	JOGOS ELETRONICOS | FICHA
1502	28	FLIPERAMA | FICHA
1503	28	VIDEOGAME | FICHA
1504	28	VIDEOGAME | ALUGUEL DA HORA
1601	28	LOCACAO DE CHARRETE | PASSEIO
1602	28	LOCACAO DE CAVALOS | PASSEIO
1603	28	ALUGUEL DE CHARRETE | PASSEIO
1604	28	ALUGUEL DE CAVALO | PASSEIO
1605	28	ALUGUEL DE BICICLETA | PASSEIO
1606	28	LOCACAO DE BICICLETA | PASSEIO
1607	28	ALUGUEL DE BOTE | PASSEIO
1608	28	LOCACAO DE BOTE | PASSEIO
1701	28	ALUGUEL DE QUADRA E CAMPO
1801	28	EXPOSICAO | INGRESSO
1802	28	FEIRA DE INFORMATICA | INGRESSO
1901	28	CIRCO
2001	28	BOITE,DANCETERIA E DISCOTECA
2002	28	DANCETERIA
2003	28	DISCOTECA
2004	28	KARAOKE
2005	28	FORRO | INGRESSO
2006	28	INGRESSO DE FORRO
2007	28	BAR | COUVERT ARTISTICO
2008	28	CLUBE | BAILE E FESTA
2009	28	BOITE, DANCETERIA, DISCOTECA
2101	28	SINUCA, TOTO E BOLICHE
2102	28	TOTO
2103	28	BOLICHE
2104	28	SINUCA
2201	28	FOGOS E ARTEFATOS JUNINOS
2501	28	MOTEL
2601	28	ALUGUEL DE DVD | CD
2602	28	ALUGUEL DE DVD | CD
2801	28	ALUGUEL DE CLUBE, TEATRO, ETC. PARA SHOW
2802	28	LOCACAO DE CLUBE, TEATRO, ETC. PARA SHOW
2901	28	PROSTITUTA
3001	28	PIQUENIQUE | TAXA
3002	28	TAXA DE PIQUENIQUE
3101	28	TAXA DE SALTO | PARA-QUEDISMO
3102	28	PARA-QUEDISMO | TAXA DE SALTO
3201	28	PLANETARIO
3301	28	HIDRELETRICA
3401	28	PISCINA EM PARQUE,RESERVA,ETC.
3501	28	RINHA | INGRESSO
3601	28	RODEIO | INGRESSO
3701	28	CARREGADOR DE TACOS DE GOLFE
3801	28	SERESTA
3901	28	ALUGUEL DE BRINQUEDO ELETRICO OU ELETRONICO
4001	28	DISCO LASER
4002	28	COMPACT DISC
4003	28	CD DE VIDEOGAME
4101	28	FITA DE VIDEOGAME
4201	28	ALUGUEL DE FITA DE VIDEOGAME
4202	28	ALUGUEL FITA VIDEOGAME
4301	28	FITA CASSETE GRAVADA
4401	28	FITA CASSETE VIRGEM
4501	28	FITA DE VIDEOCASSETE VIRGEM
4502	28	FITA DE FILMADORA
4601	28	ALUGUEL DE COMPACT DISC
4602	28	LOCACAO DE COMPACT DISC
4701	28	CD-ROM | DISCO
4702	28	COMPACT DISC PARA CD-ROM
4801	28	DISQUETE PARA COMPUTADOR
4901	28	PISTA DE PATINACAO | INGRESSO
5001	28	HOTEL | INGRESSO
5101	28	PESQUE-PAGUE
5102	28	TAXA DE PESCA
5103	28	PESCA PAGA
5201	28	FITA DE IMPRESSORA PARA COMPUTADOR
5202	28	CARTUCHO DE IMPRESSORA DE COMPUTADOR
5301	28	TITULO DE TURISMO | MENSALIDADE
5302	28	MENSALIDADE DE TITULO DE TURISMO
5401	28	ALUGUEL DE BRINQUEDO NAO ELETRICO OU NAO ELETRONICO
5501	28	TELEFONE CELULAR
5502	28	TELEFONE MOVEL
5504	28	CARTAO DE TELEFONE CELULAR
5601	28	ACADEMIA
5602	28	ACADEMIA DE GINASTICA
5603	28	ACADEMIA DE MUSCULACAO
5701	28	FESTA COMUNITARIA
5801	28	PASSEIO | INGRESSO
5901	28	CARNAVAL | INGRESSO
6001	28	DVD | COMPRA
6101	28	ALUGUEL DE CADEIRA DE PRAIA
9801	28	AGREGADO
101	29	ANTIINFECCIOSO
102	29	ANTIBIOTICO
103	29	TANDRILAX | ANTIBIOTICO
104	29	CREME VAGINAL
105	29	REMEDIO GINECOLOGICO
106	29	PARA INFECCOES DA BOCA E GARGANTA
107	29	POMADA VAGINAL
201	29	ANALGESICO E ANTITERMICO
202	29	ANTITERMICO
203	29	GELOL | ANALGESICO
204	29	PARA CONTUSAO | ANALGESICO
205	29	PARA ENXAQUECA
206	29	XILOCAINA
207	29	ANESTESICO
208	29	ANALGESICO
209	29	ANALGESICO E ANTIINFLAMATORIO
301	29	ANTIINFLAMATORIO E ANTI-REUMATICO
302	29	PARA SINUSITE | ANTIINFLAMATORIO
303	29	PARA LABIRINTITE | ANTIINFLAMATORIO
304	29	ANTI-REUMATICO
305	29	PARA REUMATISMO
306	29	ANTIINFLAMATORIO
307	29	PARA COLUNA
308	29	CORTICOIDE
401	29	ANTIGRIPAL E ANTITUSSIGENO
402	29	ANTITUSSIGENO
403	29	ANTIGRIPAL
404	29	ANTIGRIPAL E ANALGESICO
405	29	ANTIGRIPAL E ANTITERMICO
406	29	ANTIGRIPAL HOMEOPATICO
407	29	EXPECTORANTE | XAROPE
408	29	MEL MEDICINAL | QUALQUER TIPO
501	29	ANTIALERGICO
502	29	DESCONGESTIONANTE NASAL
503	29	ANTIALERGICO HOMEOPATICO
504	29	DESCONGESTIONANTE NASAL HOMEOPATICO
505	29	ANTICONGESTIONANTE
506	29	CREME ANTIALERGICO
507	29	PASTILHA PARA GARGANTA
601	29	VASODILATADOR/PRESSAO ARTERIAL
602	29	PARA PRESSAO ARTERIAL
603	29	PARA INSUFICIENCIA CARDIOVASCULAR
604	29	PARA O CORACAO | INSUFICIENCIA CARDIOVASCULAR
701	29	CALMANTE
702	29	ANTIDEPRESSIVO
703	29	ANTI-DEPRESSIVO
704	29	CALMANTE NATURAL
801	29	PARA O FIGADO | HEPATICO
802	29	HEPATICO | PARA O FIGADO
803	29	PARA HEPATITE
901	29	PARA OS RINS | RENAL
902	29	RENAL | PARA OS RINS
903	29	DIURETICO
1001	29	ANTIACIDO
1002	29	PARA ESTOMAGO
1003	29	ESTOMACAL | PARA ESTOMAGO
1004	29	DIGESTIVO
1005	29	PARA GASTRITE
1101	29	ANTIANEMICO
1102	29	FORTIFICANTE
1103	29	OLEO FORTIFICANTE
1201	29	ANTICONCEPCIONAL
1202	29	PRESERVATIVO FEMININO
1301	29	MODERADOR DE APETITE
1302	29	CONTROLADOR DE APETITE
1303	29	EMAGRECEDOR
1304	29	ESTIMULANTE DO APETITE
1305	29	COMPLEMENTO ALIMENTAR
1401	29	PARA DIABETES
1501	29	DERMATOLOGICO
1502	29	PARA MICOSE | DERMATOLOGICO
1503	29	ANTIFUNGICO
1504	29	ANTIMICOTICO
1505	29	CREME ANTIMICOTICO
1506	29	CREME DERMATOLOGICO
1507	29	CREME PARA O CORPO | MAO, PE, ETC.
1508	29	CREME PARA QUEIMADURAS
1509	29	OLEO DERMATOLOGICO
1510	29	PARA LUPUS
1511	29	POMADA | INDETERMINADA
1512	29	GEL MASSAGEADOR
1601	29	VITAMINA | EXCETO B12
1701	29	QUIMIOTERAPICO
1702	29	PARA QUIMIOTERAPIA
1801	29	ANTIDIARREICO
1802	29	PARA DIARREIA
1901	29	ANTIEPILEPTICO
1902	29	ANTICONVULSIVO
1903	29	PARA CONVULSAO
1904	29	PARA EPILEPSIA
1905	29	HIDANTAL
1906	29	RELAXANTE MUSCULAR
1907	29	ANTIEPILETICO
2001	29	ANTI-HELMINTICO | VERMIFUGO
2002	29	PARA VERMES
2003	29	VERMIFUGO
2004	29	ANTIHELMINTICO
2005	29	PARA PROTOZOARIOS
2101	29	PARA GASES
2102	29	LUFTAL | PARA GASES
2103	29	CILIDRON | PARA GASES
2104	29	ANTI-ESPASMODICO
2105	29	ANTICOLICA
2106	29	ANTIESPASMODICO
2107	29	OLEO DOCE | PARA GASES
2201	29	REDUTOR DE COLESTEROL
2202	29	PARA COLESTEROL
2301	29	ANTIOSTEOPOROSE
2302	29	CALCIO PARA OSTEOPOROSE
2303	29	CALCIO | CALCIFICANTE OSSEO
2304	29	PARA OS OSSOS
2401	29	PARA ESTRESSE
2402	29	PARA STRESS
2501	29	ANTIPARKSONIANO
2502	29	PARA O MAL DE PARKINSON
2503	29	PARA SISTEMA NERVOSO
2504	29	NEUROLOGICO
2505	29	PARA MEMORIA
2506	29	PARA TONTURA
2507	29	PARA VERTIGEM
2601	29	LAXANTE E PURGATIVO
2602	29	PARA PRISAO DE VENTRE
2603	29	PURGATIVO
2604	29	LACTO-PURGA
2605	29	PARA INTESTINO
2606	29	INTESTINAL
2607	29	LAXANTE
2608	29	OLEO | LAXATIVO
2701	29	ESTIMULANTE
2801	29	DEPURATIVO SANGUINEO
2802	29	DEPURADOR SANGUINEO
2803	29	DEPURADOR DO SANGUE
2804	29	DEPURATIVO DO SANGUE
2901	29	ANTI-REFLUXIVO GASTRICO
2902	29	PARA REFLUXO GASTRICO
2903	29	PREPULSID | ANTI-REFLUXIVO
2904	29	PARA VOMITO
2905	29	PARA ENJOO
2906	29	PLASIL | PARA ENJOO OU VOMITO
3001	29	PANCREATICO
3002	29	PARA O PANCREAS
3101	29	ANSIOLITICO
3201	29	ANTIASMATICO
3202	29	PARA ASMA
3203	29	AMINOFILINA | ANTIASMATICO
3204	29	AEROFLIN | ANTIASMATICO
3205	29	PARA NEBULIZACAO
3301	29	AMINOACIDO
3401	29	VITAMINA B12
3402	29	COMPLEXO B
3403	29	COMPLEXO VITAMINICO
3404	29	VITAMINA C
3501	29	SORO FISIOLOGICO HIDRATANTE
3502	29	HIDRAFIX
3601	29	REMEDIO PARA VARIZES
3602	29	REMEDIO PARA HEMORROIDAS
3603	29	PARA VARIZES
3604	29	PARA HEMORROIDAS
3701	29	TRATAMENTO DE AIDS
3702	29	PARA TRATAMENTO DE AIDS
3703	29	PARA AIDS
3704	29	TRATAMENTO AIDS
3801	29	HORMONIO
3901	29	ANTIULCEROSO
3902	29	ANTIULCERA PEPTICA | ESTOMAGO E DUODENO
3903	29	PARA ULCERA PEPTICA | ESTOMAGO E DUODENO
4001	29	REDUTOR DE TRIGLICERIDIO
4002	29	PARA TRIGLICERIDIO
4101	29	ANTINEOPLASICO | TRATAMENTO DE CANCER
4102	29	PARA CANCER
4103	29	ANTINEOPLASICO | TRATAMENTO DE CANCER
4201	29	ANTIPSICOTICO
4202	29	PARA PSICOSE
4301	29	BRONCODILATADORES
4302	29	PARA BRONQUIOS
4303	29	ANTIBRONQUITE
4304	29	PARA BRONQUITE
4401	29	OTOLOGICOS
4501	29	ANTITIREOIDISMO
4502	29	PARA TIREOIDE
4503	29	PARA TIROIDE
4601	29	VACINAS
4602	29	VACINA BCG
4603	29	VACINA ANTI TETANICA
4604	29	VACINA DE HEPATITE B
4605	29	VACINA PARA OSTEOPOROSE
4606	29	VACINA | ANTI-POLIO
4607	29	VACINA TRIPLICE
4608	29	VACINA ANTIOFIDICO
4701	29	ANTIBACTERIANO
4801	29	PARA EMAGRECER
4901	29	CHA | QUALQUER TIPO
4902	29	EXTRATOS | QUALQUER TIPO
5001	29	CICATRIZANTE
5002	29	CREME CICATRIZANTE
5101	29	MATERIAL DE CURATIVO
5102	29	ESPARADRAPO
5103	29	GAZE
5104	29	ALGODAO
5105	29	ATADURA
5106	29	ANTI-SEPTICO
5107	29	DESINFETANTE FARMACEUTICO
5108	29	MERCURIO CROMO
5109	29	AGUA OXIGENADA
5110	29	PARA AFTA
5111	29	TINTURA DE ROMA
5112	29	PARA HERPES
5113	29	VIOLETA GENCINANA
5114	29	BAN-DAID
5115	29	FITA ADESIVA PARA CURATIVO
5116	29	MERTHIOLATE
5117	29	AGUA DESTILADA
5118	29	PROTETOR DE JOELHO
5119	29	LUVA CIRURGICA
5201	29	CHUPETA OU BICO
5202	29	BICO
5203	29	CHUCA
5301	29	MAMADEIRA
5401	29	SERINGA
5501	29	TERMOMETRO
5601	29	VASELINA
5701	29	SOLUCAO DE LENTE DE CONTACTO
5702	29	SORO FISIOLOGICO PARA LENTE DE CONTATO
5703	29	AGUA BORICADA
5704	29	LUBRIFICANTE PARA LENTE DE CONTATO
5705	29	LIQUIDO DE LIMPEZA DE LENTES DE CONTATO
5706	29	LIQUIDO PARA LENTES DE CONTATO
5801	29	SHAMPU MEDICINAL
5802	29	REMEDIO PARA CABELOS | SHAMPU E OUTROS
5803	29	REMEDIO PARA QUEDA DE CABELOS | SHAMPU, CREME E OUTROS
5901	29	COREGA
5902	29	FIXADOR DE DENTADURA
6001	29	COTONETES
6101	29	MORDEDOR DE BEBE
6102	29	BORRACHA DE MORDER
6103	29	BORRACHA DE DENTICAO DE BEBE
6104	29	MORDEDOR DE DENTICAO DE BEBE
6201	29	SABONETE MEDICINAL
6202	29	SABONETE ANTI-PIOLHO
6203	29	SABONETE ANTIALERGICO
6204	29	REMEDIO PARA PIOLHO | SABONETE
6301	29	TESTE DE GRAVIDEZ
6401	29	CANFORA
6501	29	UTENSILIO PARA COLETAR FEZES E URINA
6502	29	RECIPIENTE PARA COLETAR FEZES E URINA
6601	29	BOLSA DE AGUA QUENTE
6602	29	BOLSA TERMICA
6701	29	ENXOFRE
6801	29	APLICACAO DE INJECAO
6901	29	GARROTE DE BORRACHA
7001	29	BOMBA DE TIRAR LEITE HUMANO
7002	29	BOMBA PARA INALACAO
7003	29	BOMBA PARA HIGIENE NAZAL
7101	29	PROTETOR DE SEIO
